callsign,site,state,freq_mhz,lat,lon,power_w,status,same
WWF34,Plainwell,MI,162.475,42.421944,-85.528889,300,NORMAL,026005|026015|026021|026023|026025|026027|026077|026149|026159
WWF35,Bridgeport,OH,162.525,40.061333,-80.757944,1100,NORMAL,039013|039019|039029|039031|039059|039067|039081|039111|039115|039119|039121|039127|039157|039167|042059|054009|054029|054051|054069|054073|054095|054103
WWF36,Hesperia,MI,162.475,43.549722,-86.042778,300,NORMAL,026121|026123|026127
WWF37,Carlsbad,NM,162.475,32.437806,-104.277278,100,OUT OF SERVICE,035015|035025
WWF38,Inverness,FL,162.400,28.8436,-82.484611,300,NORMAL,012017|012053|012075|012083|012119
WWF39,Hawaii Kai,HI,162.450,21.320528,-157.682008,300,NORMAL,015003
WWF40,Coloma,WI,162.400,44.020278,-89.558056,1000,NORMAL,055001|055047|055057|055077|055097|055137|055141
WWF42,Ponca City,OK,162.450,36.689333,-97.168444,312,NORMAL,020035|020191|040047|040053|040071|040103|040113
WWF43,Stamford,NY,162.400,42.398611,-74.589722,300,NORMAL,036007|036017|036025|036039|036077|036095|036105
WWF44,Henagar,AL,162.500,34.613611,-85.680278,1000,NORMAL,001019|001049|001071|001095
WWF45,Roosevelt,MN,162.450,48.789083,-95.049889,300,NORMAL,027007|027077|027135
WWF46,Tooele (South Mountain),UT,162.450,40.4597,-112.41,100,NORMAL,049003|049011|049045|049057
WWF47,Tooele (Vernon Hills),UT,162.525,40.1272,-112.380833,120,NORMAL,049011|049045
WWF48,Mt. Greylock,MA,162.525,42.6367,-73.1667,125,NORMAL,025003|025011|025013|025015|036083|050003|050025
WWF49,Okanogan,WA,162.525,48.545556,-119.235556,50,NORMAL,053007|053017|053019|053025|053043|053047
WWF50,Plentywood,MT,162.475,48.693889,-104.595556,50,NORMAL,030091
WWF51,St. George,UT,162.475,37.155,-113.88,100,NORMAL,004015|032003|032017|049021|049053
WWF52,Grand Canyon,AZ,162.475,36.07168,-112.154731,100,NORMAL,004005
WWF53,Winfield,AL,162.525,33.937139,-87.875111,850,NORMAL,001057|001075|001093|001107|001127|001133|028057|028087|028095
WWF54,Auburn,AL,162.525,32.622078,-85.501314,1000,NORMAL,001011|001017|001051|001081|001087|001113|001123
WWF55,Jackson,AL,162.500,31.594722,-87.845278,1000,NORMAL,001003|001023|001025|001099|001129
WWF56,Richland,WA,162.450,46.397387,-119.599561,300,NORMAL,053001|053005|053021|053025|053039|053071|053077
WWF58,McCall,ID,162.475,45.008139,-116.134417,100,NORMAL,016003|016085
WWF59,Hawthorne,NV,162.475,38.457222,-118.763611,100,NORMAL,006051|032019|032021
WWF60,Buck Mountain,NC,162.500,35.406389,-79.998889,1000,NORMAL,037007|037025|037057|037123|037125|037151|037153|037159|037167|037179
WWF62,Santa Barbara Marine,CA,162.475,34.525056,-119.958972,80,NORMAL,006083|006111
WWF64,Monterey Marine,CA,162.450,37.155,-121.8983,100,NORMAL,006001|006013|006053|006055|006069|006075|006081|006085|006087
WWF66,Cullman,AL,162.450,34.171389,-86.844167,300,NORMAL,001043
WWF67,Grass Valley,CA,162.400,39.133056,-121.099167,100,NORMAL,006007|006011|006021|006057|006061|006113|006115
WWF69,Fort Pierce,FL,162.425,27.4489,-80.4089,875,NORMAL,012061|012085|012093|012111
WWF70,Gaylord,MI,162.500,44.90741,-84.71906,100,NORMAL,026039|026137
WWF75,Bourbon,MO,162.525,38.168944,-91.218806,1050,NORMAL,029055|029071|029073|029161|029221
WWF76,Summersville,MO,162.475,37.180694,-91.665833,971,NORMAL,029065|029067|029091|029149|029203|029215
WWF77,Bethune,CO,162.525,39.272222,-102.398333,100,NORMAL,008017|008063|008125
WWF80,Bend/Redmond,OR,162.500,44.197528,-120.977861,100,NORMAL,041013|041017|041031
WWF81,Eureka,NV,162.550,39.449722,-115.9989,100,NORMAL,032011|032023|032033
WWF82A,East Madison County,KY,162.525,37.7744,-84.324611,100,NORMAL,021151
WWF82B,West Madison County,KY,162.525,37.777222,-84.436111,100,NORMAL,021151
WWF82C,Madison County,KY,162.525,37.6181,-84.2619,100,NORMAL,021151
WWF82D,Moberly,KY,162.525,37.7436,-84.1825,110,NORMAL,021151
WWF83,Grand Forks,ND,162.475,47.921861,-97.097694,338,NORMAL,027119|038035
WWF84,Lawrenceburg,TN,162.425,35.459186,-87.130111,1000,NORMAL,047055|047099|047101|047103|047117|047119|047181|047187
WWF85,Ocala,FL,162.525,29.178065,-82.15912,250,NORMAL,012083
WWF86,East Point,FL,162.500,29.7325,-84.89,250,NORMAL,012037|012045|012077|012129
WWF87,Lenora,KS,162.425,39.573333,-99.986111,323,NORMAL,020065|020137|020147
WWF88,Salem,FL,162.425,29.912944,-83.444167,1000,NORMAL,012029|012067|012079|012121|012123
WWF90,Kerrville,TX,162.450,30.009861,-99.262778,1000,NORMAL,048019|048171|048259|048265
WWF91,Llano,TX,162.425,30.599111,-98.624389,1000,NORMAL,048031|048053|048171|048299|048319
WWF92,Scobey,MT,162.450,48.801389,-105.346667,25,NORMAL,030019|430019|630019
WWF93,Glendive,MT,162.475,47.052222,-104.6725,80,NORMAL,030021|030083|030109|430021|630021|830083
WWF94,Neahkahnie,OR,162.425,45.743889,-123.940778,100,NORMAL,041007|041057
WWF95,Tillamook,OR,162.475,45.466139,-123.920917,100,NORMAL,041057
WWF96,Russellville,AR,162.525,35.218306,-93.256056,311,NORMAL,005029|005071|005083|005105|005115|005149
WWF97,Mt. Ashland,OR,162.475,42.081111,-122.716111,100,NORMAL,006093|041029|041033|041035
WWF98,Prescott,AZ,162.525,34.70121,-112.11801,100,NORMAL,004005|004007|004025
WWF99,Window Rock,AZ,162.550,35.761034,-109.167805,100,NORMAL,004001|035006|035031|035045
WWG20,Fernley,NV,162.450,39.754167,-119.462222,150,NORMAL,006035|006063|006091|032001|032019|032027|032031
WWG21,Santa Ana,CA,162.450,33.817639,-117.635861,100,NORMAL,006059|006065|006071
WWG22,Tribune,KS,162.550,38.456333,-101.642583,307,NORMAL,020071|020075|020093|020171|020203
WWG23,La Junta,CO,162.500,37.908728,-103.437073,100,NORMAL,008011|008025|008061|008071|008089
WWG24,Puget Sound Marine,WA,162.425,48.016028,-122.927194,90,NORMAL,053009|053029|053031|053035|053055|053057|053061
WWG25,Webster,ND,162.425,48.194139,-98.903917,300,NORMAL,038005|038019|038063|038071|038095
WWG26,Jackson,KY,162.425,37.5911,-83.3136,300,NORMAL,021025
WWG27,South Point,HI,162.550,19.002584,-155.674811,300,NORMAL,015001
WWG28,Paintsville,KY,162.525,37.844594,-82.668017,100,NORMAL,021071|021115|021153|021159|021195|054099
WWG32,Cattaraugus,NY,162.425,42.256667,-78.695,125,NORMAL,036009|036013
WWG33,Margarettsville,NC,162.450,36.513686,-77.332105,300,NORMAL,037015|037073|037083|037091|037131|051025|051081|051117|051175|051183|051595|051620
WWG34,Brownsville,TX,162.550,25.910278,-97.5305,317,NORMAL,048061|048215|048489
WWG36,Roswell,NM,162.450,33.363056,-104.636389,100,OUT OF SERVICE,035005
WWG39,Soldotna,AK,162.475,60.48942,-151.0713,300,NORMAL,002122
WWG40,Bay City,TX,162.425,28.980278,-95.999722,1000,NORMAL,048039|048157|048321|048481
WWG41,Payson Gila County N.,AZ,162.425,33.905088,-111.408429,150,NORMAL,004005|004007|004013|004021|004025
WWG42,Globe,AZ,162.500,33.293056,-110.835833,70,NORMAL,004007
WWG43,Glenwood Springs,CO,162.500,39.425556,-107.379167,100,NORMAL,008037|008045|008097
WWG44,Fowler,CO,162.425,38.180278,-104.021944,100,NORMAL,008025|008089|008101
WWG46,Woodward,OK,162.500,36.389139,-99.343639,1030,NORMAL,040007|040043|040045|040059|040093|040151|040153|048295
WWG47,Wardell,MO,162.525,36.364222,-89.864083,1080,NORMAL,005021|005093|029069|029143|029155|047095
WWG48,Doniphan,MO,162.450,36.658333,-90.793333,300,NORMAL,029023|029035|029181|029223
WWG49,Fredericktown,MO,162.500,37.453806,-90.376083,1270,NORMAL,029017|029093|029123|029157|029179|029186|029187|029223
WWG50,St. Johnsbury,VT,162.425,44.571111,-71.894167,300,NORMAL,033007|033009|050005|050009|050017|050019
WWG51,Warren,PA,162.450,41.745365,-79.264713,1000,NORMAL,042047|042053|042083|042123
WWG52,Huntingdon,PA,162.525,40.293735,-77.966444,1000,NORMAL,042009|042013|042055|042057|042061|042067|042087
WWG53,Parker,PA,162.425,41.139861,-79.754028,1000,NORMAL,042005|042007|042019|042031|042039|042053|042063|042065|042073|042085|042121
WWG54,Yellville,AR,162.500,36.202639,-92.558111,850,NORMAL,005005|005089
WWG55,La Grange,TX,162.500,29.951306,-96.774389,800,NORMAL,048015|048021|048089|048149|048287|048477
WWG56,Youngstown,OH,162.500,41.058889,-80.646111,300,NORMAL,039019|039029|039099|039133|039151|039155|042073|042085
WWG57,Mansfield,OH,162.450,40.582861,-82.473611,300,NORMAL,039005|039033|039075|039083|039089|039101|039117|039139|039169|039175
WWG59,Venice,FL,162.400,27.133056,-82.394444,1000,NORMAL,012015|012027|012049|012081|012115
WWG60,Tea Table Key,FL,162.450,24.8957,-80.6638,300,NORMAL,012087
WWG61,Stanton,KY,162.550,37.909089,-83.925739,300,NORMAL,021013|021197
WWG62,Pineville,KY,162.525,36.730278,-83.773611,300,NORMAL,021013
WWG63,Frenchburg,KY,162.475,37.935504,-83.613547,300,NORMAL,021165
WWG64,McKee,KY,162.450,37.415194,-84.008669,300,NORMAL,021109
WWG65,London,KY,162.475,37.146656,-84.106809,300,NORMAL,021125
WWG66,Manchester,KY,162.400,37.147486,-83.69179,300,NORMAL,021051
WWG67,Beattyville,KY,162.500,37.625702,-83.77203,300,NORMAL,021129
WWG68,Harlan,KY,162.450,36.787834,-83.290954,300,NORMAL,021095
WWG69,Pikeville,KY,162.400,37.285045,-82.524559,300,NORMAL,021071|021115|021153|021159|021195|051027|051051|051195
WWG70,Mount Vernon,KY,162.425,37.339906,-84.383093,300,NORMAL,021203
WWG71,Morehead,KY,162.400,38.177309,-83.404723,300,NORMAL,021011|021063|021069|021205
WWG72,Georgia,IN,162.500,38.734722,-86.578611,1000,NORMAL,018013|018027|018037|018055|018093|018101|018105|018117
WWG73,Seymour,IN,162.525,38.958889,-85.878611,1000,NORMAL,018005|018031|018071|018079|018081|018137|018143|018145
WWG74,Kauai,HI,162.400,22.1197,-159.6672,1000,NORMAL,015007
WWG75,Maui,HI,162.400,20.707361,-156.258611,300,NORMAL,015001|015003|015009
WWG76,Kulani Cone,HI,162.550,19.554529,-155.308812,1000,NORMAL,015001
WWG77,Sumter,SC,162.425,33.881111,-80.270556,300,NORMAL,045027|045061|045085
WWG78,Williamsburg,KY,162.500,36.671143,-84.221466,300,NORMAL,021235
WWG79,West Liberty,KY,162.450,37.941944,-83.220278,300,NORMAL,021063|021175
WWG80,Monticello,KY,162.425,36.844729,-84.773417,300,NORMAL,021231
WWG81,Phelps,KY,162.500,37.500959,-82.227513,300,NORMAL,021195|054059
WWG82,Robbinsville,NC,162.525,35.257853,-83.795475,300,NORMAL,037039|037043|037075|037099|037113|037173
WWG83,Edwardsport,IN,162.425,38.8417,-87.267222,1000,NORMAL,018027|018037|018051|018055|018083|018125|018153
WWG84,Belgian Hill,MT,162.500,48.33,-112.035556,100,NORMAL,030015|030035|030051|030073|030099|030101
WWG85,Malta,MT,162.475,48.3494,-107.834722,75,NORMAL,030071
WWG86,Prairie Du Chien,WI,162.500,42.902385,-90.946542,1000,NORMAL,019005|019043|019065|055023|055043
WWG87,Fond Du Lac,WI,162.500,43.815833,-88.320278,1000,NORMAL,055015|055027|055039|055047|055071|055117|055131|055137|055139
WWG88,Crandon,WI,162.450,45.572222,-88.883889,750,NORMAL,055037|055041|055067|055075|055083|055085|055125
WWG89,Richland Center,WI,162.475,43.498889,-90.541111,200,NORMAL,055103|055123
WWG90,Janesville,WI,162.425,42.773889,-89.005556,300,NORMAL,017007|017177|017201|055025|055045|055105|055127
WWG91,Sheboygan,WI,162.525,43.765556,-87.766389,200,NORMAL,055039|055071|055089|055117|055131
WWG92,Naples,FL,162.525,26.183111,-81.574722,1110,NORMAL,012021|012043|012051|012071|012087
WWG93,Junction,TX,162.475,30.478056,-99.752778,1000,NORMAL,048267|048319|048327|048435
WWG94,Richland Springs,TX,162.525,31.2525,-99.002778,1000,NORMAL,048049|048083|048307|048319|048333|048411
WWG97,Altus,OK,162.425,34.511028,-99.333139,316,NORMAL,040055|040057|040065|040075|040141|048197|048487
WWG98,Park Rapids,MN,162.475,46.984722,-95.106167,1000,NORMAL,027005|027057|027159
WWG99,Bonners Ferry,ID,162.500,48.610278,-116.256667,100,NORMAL,016017|016021|016055|030053|030089|053063
WWH20,Westville,FL,162.450,30.8275,-85.926944,1000,NORMAL,001031|001061|001069|012059|012063|012131|012133
WWH22,Beaumont,KS,162.500,37.58628,-96.54489,314,NORMAL,020015|020017|020019|020035|020049|020073
WWH23,Buchanan,GA,162.425,33.784,-85.161444,1030,NORMAL,013015|013045|013067|013097|013115|013143|013223|013233
WWH24,Toccoa,GA,162.425,34.529444,-83.376111,100,NORMAL,013011|013119|013137|013139|013147|013241|013257|013311|045073
WWH25,Metter,GA,162.425,32.394791,-82.042997,1000,NORMAL,013031|013043|013109|013165|013209|013251|013267|013279|013283
WWH26,Mamie,NC,162.425,36.1358,-75.8242,300,NORMAL,037029|037053|037055|037139
WWH27,Plymouth,WA,162.425,45.980333,-119.295861,100,NORMAL,041049|041059
WWH28,Heppner,OR,162.425,45.350333,-119.509722,100,NORMAL,041049
WWH30,Dyersburg,TN,162.500,36.057611,-89.440944,1230,NORMAL,005093|029155|047033|047045|047053|047075|047095|047097|047131|047183
WWH31,Valdosta,GA,162.500,30.970278,-83.286667,1000,NORMAL,012047|012079|013019|013027|013071|013075|013101|013173|013185
WWH32,Boyero,CO,162.450,39.095514,-103.236994,100,NORMAL,008039|008073
WWH33,Cornwall,CT,162.500,41.821111,-73.296667,500,NORMAL,009001|009003|009005|009009|025003|025013|036027|036079
WWH34,Walton,NY,162.425,42.1112,-75.1014,300,NORMAL,036007|036017|036025|036077|036095|036105
WWH35,Cooperstown,NY,162.450,42.678889,-74.899722,100,NORMAL,036017|036025|036043|036053|036057|036065|036077|036095
WWH36,Mitchell,SD,162.450,43.697917,-98.044222,1010,NORMAL,046003|046035|046043|046061|046067|046087|046097|046111
WWH37,Clarksville,TN,162.500,36.516389,-87.336944,300,NORMAL,021047|021219|047043|047125|047147|047161
WWH38,Grove,OK,162.525,36.455,-94.779167,300,NORMAL,005007|029119|029145|040035|040041|040097|040115
WWH39,Brunswick,GA,162.425,31.194167,-81.491667,300,NORMAL,013025|013039|013127|013191
WWQ50,Dalhart,TX,162.425,36.274622,-102.854634,1000,NORMAL,035059|040025|048111|048205
WWQ51,Stratford,TX,162.525,36.336111,-102.071667,1000,NORMAL,040025|040139|048111|048195|048205|048341|048421
WXJ20,Columbia,SC,162.400,34.118611,-80.936667,1000,NORMAL,045017|045039|045055|045061|045063|045071|045075|045079|045081|045085
WXJ21,Greenville,SC,162.550,34.940556,-82.410556,1000,NORMAL,037149|037161|045001|045007|045021|045045|045047|045059|045071|045073|045077|045083|045087
WXJ22,Florence,SC,162.550,34.280109,-79.742858,1000,NORMAL,045025|045027|045031|045033|045041|045055|045061|045067|045069|045085|045089
WXJ23,Beaufort,SC,162.450,32.712222,-80.680278,500,NORMAL,013051|013103|045005|045009|045013|045029|045049|045053
WXJ24,Homer,AK,162.400,59.68081,-151.61774,800,NORMAL,002122
WXJ25,Juneau,AK,162.550,58.301746,-134.42035,300,NORMAL,002105|002110
WXJ26,Ketchikan,AK,162.550,55.460822,-131.810428,500,NORMAL,002130
WXJ28,Jesup,GA,162.450,31.674167,-81.886667,300,NORMAL,013001|013005|013025|013179|013183|013191|013229|013267|013305
WXJ30,Americus,GA,162.425,32.0625,-84.2125,1000,NORMAL,013081|013093|013177|013193|013197|013243|013249|013259|013261|013269|013273|013307
WXJ31,Thomaston,GA,162.500,32.986278,-84.365667,1040,NORMAL,013021|013035|013063|013077|013079|013113|013145|013151|013171|013199|013207|013225|013231|013255|013263|013269|013285|013293
WXJ33,Santa Fe,NM,162.550,35.785556,-105.781944,100,NORMAL,035028|035039|035043|035047|035049|035055|035057
WXJ34,Albuquerque,NM,162.400,35.065556,-106.787778,100,NORMAL,035001|035043|035061
WXJ35,Portales,NM,162.475,34.252222,-103.239444,100,NORMAL,035009|035041
WXJ36,Hobbs,NM,162.400,32.704306,-103.566667,80,NORMAL,035015|035025
WXJ37,Farmington,NM,162.475,36.695833,-108.220556,300,NORMAL,008067|035045
WXJ38,Ruidoso,NM,162.550,33.403889,-105.782222,300,NORMAL,035005|035027|035035|035057
WXJ39,Providence,RI,162.400,41.805,-71.4733,500,NORMAL,025005|044001|044003|044005|044007|044009
WXJ40,Concord,NH,162.400,43.219444,-71.440278,300,NORMAL,033001|033003|033011|033013|033015|033017|033019
WXJ41,Hartford,CT,162.475,41.958611,-72.413611,300,NORMAL,009003|009005|009007|009009|009011|009013|009015|025011|025013|025015|025027
WXJ42,Meriden,CT,162.400,41.563056,-72.845,500,NORMAL,009001|009003|009005|009007|009009|009011|009013|009015|036059|036103
WXJ43,Great Falls,MT,162.550,47.606401,-111.318561,300,NORMAL,030013|030015|030045|030099
WXJ45,Deer Trail,CO,162.500,39.594594,-103.990045,100,NORMAL,008001|008005|008013|008014|008019|008031|008035|008047|008059|008069|008093|008123|408005|508005|608005
WXJ46,Dayton,OH,162.475,39.658333,-84.316667,1000,NORMAL,018041|018161|018177|039017|039021|039023|039027|039037|039057|039091|039109|039113|039135|039149|039165
WXJ47,High Hill,OH,162.475,39.836667,-81.770556,1000,NORMAL,039013|039019|039031|039059|039067|039081|039089|039111|039115|039119|039121|039127|039157|039167|054073|054095
WXJ48,Gurdon,AR,162.475,33.907389,-93.113056,1000,NORMAL,005013|005019|005027|005039|005057|005059|005099|005103|005109|005139
WXJ49,Texarkana,TX,162.550,33.448,-94.066833,500,NORMAL,005027|005057|005061|005073|005081|005091|005099|005109|005133|040089|048037|048067
WXJ50,Fort Smith,AR,162.550,35.294417,-94.305278,750,NORMAL,005033|005047|005083|005127|005131|040001|040079|040135
WXJ51,Jonesboro,AR,162.550,35.9039,-90.7706,900,NORMAL,005021|005031|005035|005037|005055|005067|005075|005093|005111|005121|005147|029069|029155
WXJ52,Fayetteville,AR,162.475,35.814333,-94.028194,1000,NORMAL,005007|005015|005033|005047|005087|005131|005143|040001|040041
WXJ53,Cleveland,GA,162.525,34.509472,-83.806639,299,NORMAL,013011|013013|013057|013059|013085|013117|013119|013135|013137|013139|013147|013157|013187|013195|013219|013227|013257|013297|013311
WXJ54,Star City,AR,162.400,33.954306,-91.878972,900,NORMAL,005001|005011|005025|005039|005041|005043|005069|005079
WXJ55,Little Rock,AR,162.550,34.799722,-92.499444,1000,NORMAL,005001|005023|005029|005045|005051|005053|005059|005069|005085|005105|005115|005117|005119|005125|005141|005145|005149
WXJ57,South Bend,IN,162.400,41.616111,-86.192222,1000,NORMAL,018039|018085|018091|018099|018141|018149|026021|026027|026149
WXJ58,Fort Wayne,IN,162.550,41.103611,-85.191111,1000,NORMAL,018001|018003|018009|018033|018053|018069|018075|018085|018113|018169|018179|018183|039039|039125
WXJ60,Gainesville,FL,162.475,29.7094,-82.3903,1000,NORMAL,012001|012003|012007|012019|012023|012029|012041|012067|012075|012083|012107|012121|012125
WXJ61,Avilla,MO,162.425,37.164222,-94.0053,1000,NORMAL,020021|020037|029009|029011|029039|029057|029097|029109|029119|029145|029209
WXJ62,Nome,AK,162.550,64.486667,-165.3025,1000,NORMAL,002180
WXJ63,Valdez,AK,162.550,61.130437,-146.352503,300,NORMAL,002063
WXJ64,Leader,MN,162.550,46.551944,-94.520833,1000,NORMAL,027021|027035|027097|027111|027153|027159|227021|827021
WXJ65,Broken Bow,OK,162.450,34.245944,-94.783139,1030,NORMAL,005061|005081|005133|040023|040079|040089|040127|048387
WXJ68,Maricao,PR,162.550,18.1481,-66.9831,1000,NORMAL,072003|072005|072011|072023|072027|072055|072065|072067|072071|072081|072083|072093|072097|072099|072115|072117|072121|072125|072131|072153
WXJ69,San Juan,PR,162.400,18.265,-66.085,1000,NORMAL,072007|072009|072015|072017|072019|072021|072025|072029|072031|072033|072035|072041|072045|072047|072051|072057|072061|072063|072069|072077|072085|072087|072089|072091|072095|072101|072103|072105|072107|072109|072119|072127|072129|072135|072137|072139|072143|072145|072151
WXJ70,Melbourne,FL,162.550,28.2283,-80.7567,1000,NORMAL,012009|012061|012095|012097
WXJ71,Peoria,IL,162.475,40.628889,-89.57,1000,NORMAL,017057|017095|017113|017123|017125|017143|017175|017179|017203
WXJ72,Summerville,GA,162.450,34.469028,-85.297306,302,OUT OF SERVICE,001019|013055|013115|013129|013233|013295
WXJ73,Quad Cities,IL,162.550,41.51,-90.574444,1000,NORMAL,017073|017131|017161|017195|019031|019045|019115|019139|019163
WXJ75,Springfield,IL,162.400,39.7833,-89.4461,1000,NORMAL,017017|017021|017039|017107|017115|017117|017125|017129|017135|017137|017167
WXJ76,Champaign,IL,162.550,40.1058,-88.449667,1000,NORMAL,017019|017029|017039|017041|017045|017053|017139|017147|017183
WXJ78,Kodiak,AK,162.550,57.7344,-152.5014,1000,NORMAL,002150
WXJ79,Cordova,AK,162.400,60.549944,-145.749552,1000,NORMAL,002063
WXJ80,Sitka,AK,162.550,57.0472,-135.3669,500,NORMAL,002220
WXJ81,Fairbanks,AK,162.550,64.8789,-148.0558,700,NORMAL,002090|002240|002290
WXJ83,Wrangell,AK,162.400,56.472495,-132.386953,1000,NORMAL,002275
WXJ84,Charleston,WV,162.400,38.356833,-81.605333,1000,NORMAL,054005|054011|054015|054019|054035|054039|054043|054053|054067|054079|054081|054087
WXJ85,Clarksburg,WV,162.550,39.300003,-80.291309,1000,NORMAL,054001|054017|054033|054041|054049|054083|054085|054091|054095|054097|054103
WXJ86,LaCrescent,MN,162.550,43.804722,-91.368333,1000,NORMAL,019005|027055|027169|055011|055023|055053|055063|055081|055121|055123
WXJ87,Madison,WI,162.550,43.055833,-89.535,1000,NORMAL,055021|055025|055027|055045|055049|055055|055065|055105|055111
WXJ88,Menomonie,WI,162.400,45.046944,-91.863333,1000,NORMAL,055005|055011|055017|055033|055035|055091|055093|055095|055107|055109|055121
WXJ89,Wausau,WI,162.475,44.9206,-89.6919,1000,NORMAL,055019|055067|055069|055073|055078|055085|055097|055115|055119|055135|055141
WXJ91,Madisonville,KY,162.525,37.190278,-87.513056,1000,NORMAL,021033|021047|021055|021059|021101|021107|021143|021149|021177|021219|021221|021225|021233
WXJ92,Macomb,IL,162.500,40.427778,-90.682778,1000,NORMAL,017001|017009|017017|017057|017067|017071|017095|017109|017125|017169|017187
WXJ93,Lima,OH,162.400,40.634167,-84.208056,1000,NORMAL,039003|039011|039039|039063|039065|039091|039107|039125|039137|039149|039161|039175
WXJ94,Lewes,DE,162.550,38.6269,-75.2317,500,NORMAL,010001|010005|024011|024045|024047|034009
WXJ95,Key West,FL,162.400,24.6598,-81.5383,300,NORMAL,012087
WXJ96,Monroe,LA,162.550,32.527694,-92.102222,800,NORMAL,022021|022041|022049|022061|022067|022073|022083|022111|022123|022127
WXJ97,Shreveport,LA,162.400,32.575722,-93.86811,1120,NORMAL,022013|022015|022017|022027|022031|022081|022119|048067|048203|048315|048365
WXJ98,Del Rio,TX,162.400,29.4681,-101.01145,1000,NORMAL,048271|048323|048465
WXK20,Paris,TX,162.550,33.6164,-95.547111,1000,NORMAL,040013|040023|048119|048147|048159|048223|048231|048277|048387|048449
WXK22,Sherman,TX,162.475,33.702833,-96.56825,1030,NORMAL,040013|040019|040069|040085|040095|048085|048097|048121|048147|048181
WXK23,Lufkin,TX,162.550,31.296111,-94.714167,1000,NORMAL,048005|048073|048225|048241|048347|048373|048405|048455|048457
WXK24,Odell,IL,162.450,40.9925,-88.598056,1000,NORMAL,017053|017063|017075|017091|017099|017105|017113|017123|017197|017203
WXK25,El Paso,TX,162.475,31.796111,-106.483056,300,NORMAL,035013|035035|048141|048229
WXK26,Laredo,TX,162.475,27.5203,-99.5222,500,NORMAL,048479|048505
WXK27,Austin,TX,162.400,30.3219,-97.8033,1010,NORMAL,048021|048031|048053|048055|048209|048287|048453|048491
WXK28,Beaumont,TX,162.475,30.13327,-94.11866,1000,NORMAL,048071|048199|048241|048245|048351|048361|048457
WXK29,Abilene,TX,162.400,32.275556,-99.590278,1000,NORMAL,048059|048083|048151|048207|048253|048353|048399|048417|048441
WXK30,Bryan,TX,162.550,30.6431,-96.3314,1000,NORMAL,048015|048041|048051|048185|048289|048313|048331|048395|048471|048473|048477
WXK31,Wichita Falls,TX,162.475,33.881972,-98.601611,1000,NORMAL,040033|040141|048009|048023|048077|048485|048487
WXK32,Midland/Odessa,TX,162.400,31.845186,-102.469992,700,NORMAL,048003|048103|048135|048317|048329|048461|048475|048495
WXK33,San Angelo,TX,162.550,31.623278,-100.437722,1000,NORMAL,048081|048095|048235|048399|048413|048431|048451
WXK34,Victoria,TX,162.400,28.8356,-97.116667,1000,NORMAL,048057|048123|048175|048239|048285|048469
WXK35,Waco,TX,162.475,31.314833,-97.326972,1040,NORMAL,048027|048035|048099|048145|048217|048293|048309|048331|048395
WXK36,Tyler,TX,162.475,32.4856,-95.4831,1000,NORMAL,048001|048073|048183|048213|048401|048423|048459|048467|048499
WXK37,Big Spring,TX,162.475,32.2818,-101.493099,950,NORMAL,048033|048115|048173|048227|048317|048329|048335|048415
WXK38,Amarillo,TX,162.550,35.374889,-101.882611,950,NORMAL,048011|048065|048205|048233|048341|048359|048375|048381
WXK40,Mankato,MN,162.400,44.087722,-93.701778,1000,NORMAL,027013|027015|027039|027043|027047|027079|027091|027099|027103|027131|027147|027161|027165
WXK41,Rochester,MN,162.475,44.0625,-92.351944,1000,NORMAL,027039|027045|027049|027055|027099|027109|027157|027169|055011
WXK42,Fargo,ND,162.475,47.012417,-97.195056,1020,NORMAL,027027|027107|027167|038003|038017|038073|038077|038081|038091|038097
WXK43,Thief River Falls,MN,162.550,48.119924,-96.205269,1000,NORMAL,027007|027029|027069|027089|027113|027119|027125|027135
WXK44,Willmar,MN,162.475,45.3428,-95.007917,600,NORMAL,027009|027023|027067|027073|027085|027093|027121|027129|027145|027149|027151|027171|027173
WXK45,International Falls,MN,162.550,48.389722,-93.55,1000,NORMAL,027071
WXK46,Knoxville,TN,162.475,35.9991,-83.9497,1000,NORMAL,047001|047009|047013|047025|047029|047057|047063|047089|047093|047105|047123|047129|047145|047151|047155|047173
WXK47,Bristol,TN,162.550,36.4429,-82.1203,500,NORMAL,037009|037011|037115|037121|037189|037199|047019|047029|047059|047067|047073|047091|047163|047171|047179|051105|051167|051169|051173|051191|051195|051520|051720
WXK48,Chattanooga,TN,162.550,35.2072,-85.2864,1000,NORMAL,013047|013055|013083|013129|013213|013295|013313|047007|047011|047065|047107|047115|047121|047123|047139|047143|047153
WXK49,Memphis,TN,162.475,35.181278,-89.832306,1125,NORMAL,005035|005037|005077|005093|005123|028009|028033|028093|028137|028143|047047|047069|047075|047097|047157|047167
WXK52,Chatsworth,GA,162.400,34.751667,-84.715,200,NORMAL,013015|013047|013057|013111|013123|013129|013213|013227|013295|013313
WXK53,Pelham,GA,162.550,31.1358,-84.1044,1000,NORMAL,013007|013027|013037|013071|013075|013087|013095|013099|013131|013177|013185|013201|013205|013253|013273|013275|013277|013321
WXK54,Augusta,GA,162.550,33.2592,-82.285833,1000,OUT OF SERVICE,013033|013073|013107|013125|013141|013163|013165|013167|013181|013189|013245|013251|013265|013301|013303|013317|045003|045005|045011|045037|045065
